Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop,market_id,Market_Dealers_Total,Market_Units_Total,Dealers_to_CenterPop_Ratio,Units_to_CenterPop_Ratio,Units_per_Dealer_Avg
NO,30.04332294557866,-88.28603720123478,30.624009120466923,29.46258545810123,-87.61857420798513,-88.95350019448442,245,0,"(30.04332294557866, -88.28603720123478)",235109.0,245_0_no,14,14.0,5.954684848304403e-05,5.954684848304403e-05,1.0
NO,30.050098222510535,-89.62100860456418,30.630783795250142,29.469361330271727,-88.953500188296,-90.28851702083236,246,0,"(30.050098222510538, -89.62100860456418)",1190663.0,246_0_no,43,43.0,3.6114332938875234e-05,3.6114332938875234e-05,1.0
NO,30.056875339014805,-90.95607088178208,30.637560309362463,29.47613904225894,-90.28851701463932,-91.62362474892484,247,0,"(30.056875339014805, -90.95607088178208)",1028019.0,247_0_no,35,35.0,3.40460633509692e-05,3.40460633509692e-05,1.0
NO,30.063654295837768,-92.29122408862276,30.64433866355009,29.48291859480926,-91.62362474272716,-92.95882343451834,248,0,"(30.063654295837768, -92.29122408862276)",593659.0,248_0_no,22,22.0,3.705831125275621e-05,3.705831125275621e-05,1.0
NO,30.070435093726243,-93.62646828086471,30.65111885855975,29.489699988669607,-92.958823428316,-94.29411313341345,249,0,"(30.070435093726243, -93.62646828086473)",583601.0,249_0_no,22,22.0,3.7696988181994206e-05,3.7696988181994206e-05,1.0
NO,30.077217733427545,-94.96180351433084,30.65790089513866,29.49648322458739,-94.29411312720649,-95.62949390145523,250,0,"(30.077217733427545, -94.96180351433085)",3836919.0,250_0_no,124,124.0,3.231759648822402e-05,3.231759648822402e-05,1.0
NO,30.08400221568949,-96.29722984488834,30.66468477403452,29.50326830331056,-95.6294938952436,-96.96496579453306,251,0,"(30.084002215689495, -96.29722984488834)",1015063.0,251_0_no,40,40.0,3.9406421079282765e-05,3.9406421079282765e-05,1.0
NO,30.090788541260444,-97.63274732844876,30.671470495995592,29.51005522558751,-96.96496578831676,-98.30052886858076,252,0,"(30.090788541260444, -97.63274732844877)",2242555.0,252_0_no,66,66.0,2.9430716303502032e-05,2.9430716303502032e-05,1.0
NO,30.09757671088921,-98.96835602096824,30.678258061770627,29.51684399216721,-98.30052886235984,-99.63618317957663,253,0,"(30.09757671088921, -98.96835602096823)",296374.0,253_0_no,25,25.0,8.43528784576245e-05,8.43528784576245e-05,1.0
NO,30.104366725325168,-100.30405597844728,30.68504747210886,29.52363460379912,-99.63618317335104,-100.9719287835435,254,0,"(30.104366725325168, -100.30405597844727)",12793.0,254_0_no,1,1.0,7.81677479871805e-05,7.81677479871805e-05,1.0
NO,30.111158585318154,-101.63984725693098,30.691838727760054,29.530427061233155,-100.97192877731322,-102.30776573654872,255,0,"(30.111158585318154, -101.63984725693098)",4562.0,255_0_no,0,0.0,0.0,0.0,0.0
NO,30.11795229161856,-102.97572991250904,30.698631829474493,29.537221365219835,-102.3077657303138,-103.64369409470432,256,0,"(30.11795229161856, -102.97572991250905)",8353.0,256_0_no,1,1.0,0.00011971746677840296,0.00011971746677840296,1.0
NO,30.12474784497725,-104.31170400131582,30.705426778002938,29.544017516510102,-103.6436940884647,-104.97971391416694,257,0,"(30.12474784497725, -104.31170400131582)",6949.0,257_0_no,0,0.0,0.0,0.0,0.0
NO,31.16058592814323,-81.0999175107807,31.74117175386572,30.579947689800637,-80.42475109009351,-81.77508393146789,284,0,"(31.16058592814323, -81.0999175107807)",129467.0,284_0_no,7,7.0,5.4067831957178275e-05,5.4067831957178275e-05,1.0
NO,31.16766796663665,-82.45030056459902,31.748253149676085,30.58703036425923,-81.77508392446833,-83.1255172047297,285,0,"(31.167667966636646, -82.45030056459902)",161255.0,285_0_no,13,13.0,8.061765526650336e-05,8.061765526650336e-05,1.0
NO,31.174751972005,-83.80078408904583,31.755336512101856,30.594115005853663,-83.12551719772468,-84.47605098036699,286,0,"(31.174751972004998, -83.80078408904583)",425232.0,286_0_no,28,28.0,6.584640854874516e-05,6.584640854874516e-05,1.0
NO,31.181837945083288,-85.1513681476414,31.762421841977933,30.601201615419043,-84.47605097335651,-85.8266853219263,287,0,"(31.181837945083288, -85.1513681476414)",270920.0,287_0_no,18,18.0,6.644027757271519e-05,6.644027757271519e-05,1.0
NO,31.18892588670715,-86.5020528039586,31.76950914013984,30.608290193791102,-85.82668531491035,-87.17742029300686,288,0,"(31.18892588670715, -86.5020528039586)",259165.0,288_0_no,14,14.0,5.401963999768487e-05,5.401963999768487e-05,1.0
NO,31.1960157977128,-87.85283812162301,31.776598407423688,30.61538074180617,-87.17742028598543,-88.52825595726058,289,0,"(31.1960157977128, -87.85283812162301)",314907.0,289_0_no,27,27.0,8.573959931027255e-05,8.573959931027255e-05,1.0
NO,31.203107678937048,-89.20372416431292,31.78368964466619,30.622473260301167,-88.52825595023367,-89.87919237839216,290,0,"(31.203107678937048, -89.20372416431292)",297221.0,290_0_no,13,13.0,4.373849761625188e-05,4.373849761625188e-05,1.0
NO,31.210201531217315,-90.55471099575944,31.790782852704652,30.62956775011361,-89.87919237135975,-91.23022962015912,291,0,"(31.210201531217315, -90.55471099575944)",194771.0,291_0_no,10,10.0,5.1342345626402285e-05,5.1342345626402285e-05,1.0
NO,31.217297355391626,-91.90579867974652,31.797878032377017,30.63666421208163,-91.2302296131212,-92.58136774637184,292,0,"(31.217297355391626, -91.90579867974652)",255211.0,292_0_no,19,19.0,7.444820168409669e-05,7.444820168409669e-05,1.0
NO,31.2243951522986,-93.25698728011108,31.804975184521776,30.64376264704395,-92.58136773932844,-93.93260682089372,293,0,"(31.224395152298598, -93.25698728011108)",160596.0,293_0_no,5,5.0,3.1134025754066106e-05,3.1134025754066106e-05,1.0
NO,31.231494922777447,-94.60827686074296,31.81207430997805,30.65086305583992,-93.9326068138448,-95.28394690764108,294,0,"(31.231494922777447, -94.60827686074295)",244993.0,294_0_no,12,12.0,4.8980991293628795e-05,4.8980991293628795e-05,1.0
NO,31.238596667668,-95.95966748558504,31.819175409585565,30.65796543930943,-95.28394690058668,-96.6353880705834,295,0,"(31.238596667668002, -95.95966748558503)",145524.0,295_0_no,10,10.0,6.871718754294824e-05,6.871718754294824e-05,1.0
NO,31.24570038781068,-97.31115921863328,31.826278484184623,30.66506979829304,-96.63538806352344,-97.98693037374314,296,0,"(31.24570038781068, -97.31115921863329)",725309.0,296_0_no,31,31.0,4.274040443452377e-05,4.274040443452377e-05,1.0
NO,31.25280608404651,-98.66275212393688,31.83338353461616,30.67217613363186,-97.98693036667768,-99.33857388119608,297,0,"(31.25280608404651, -98.66275212393688)",58020.0,297_0_no,8,8.0,0.00013788348845225783,0.00013788348845225783,1.0
NO,31.259913757217127,-100.01444626559814,31.84049056172172,30.679284446167664,-99.33857387412507,-100.6903186570712,298,0,"(31.259913757217127, -100.01444626559814)",105522.0,298_0_no,5,5.0,4.738348401281249e-05,4.738348401281249e-05,1.0
NO,31.26702340816478,-101.36624170777267,31.847599566343412,30.686394736742766,-100.69031864999464,-102.0421647655507,299,0,"(31.26702340816478, -101.36624170777267)",7944.0,299_0_no,2,2.0,0.00025176233635448137,0.00025176233635448137,1.0
NO,31.274135037732297,-102.71813851466942,31.854710549323972,30.69350700620013,-102.04216475846864,-103.3941122708702,300,0,"(31.274135037732297, -102.71813851466942)",76882.0,300_0_no,4,4.0,5.202778283603444e-05,5.202778283603444e-05,1.0
NO,31.28124864676314,-104.0701367505507,31.86182351150679,30.700621255383325,-103.3941122637826,-104.7461612373188,301,0,"(31.28124864676314, -104.0701367505507)",15546.0,301_0_no,1,1.0,6.432522835456066e-05,6.432522835456066e-05,1.0
NO,31.288364236101348,-105.42223647973228,31.86893845373576,30.70773748513649,-104.74616123022564,-106.09831172923894,302,0,"(31.288364236101348, -105.42223647973229)",6153.0,302_0_no,1,1.0,0.00016252234682268812,0.00016252234682268812,1.0
NO,31.295481806591592,-106.77443776658345,31.87605537685547,30.714855696304397,-106.09831172214022,-107.45056381102668,303,0,"(31.295481806591592, -106.77443776658345)",280384.0,303_0_no,16,16.0,5.7064597123944306e-05,5.7064597123944306e-05,1.0
NO,31.302601359079144,-108.126740675527,31.883174281711074,30.721975889732438,-107.4505638039224,-108.8029175471316,304,0,"(31.302601359079144, -108.126740675527)",62.0,304_0_no,0,0.0,0.0,0.0,0.0
NO,31.30972289440989,-109.4791452710394,31.89029516914837,30.72909806626658,-108.80291754002177,-110.15537300205706,305,0,"(31.309722894409894, -109.47914527103941)",31883.0,305_0_no,1,1.0,3.136467710064925e-05,3.136467710064925e-05,1.0
NO,31.31684641343033,-110.83165161765082,31.89741804001373,30.73622222675345,-110.15537299494164,-111.50793024036,306,0,"(31.31684641343033, -110.83165161765082)",111001.0,306_0_no,3,3.0,2.7026783542490607e-05,2.7026783542490607e-05,1.0
NO,31.32397191698753,-112.1842597799451,31.904542895154133,30.74334837204024,-111.507930233239,-112.8605893266512,307,0,"(31.32397191698753, -112.1842597799451)",0.0,307_0_no,0,0.0,0.0,0.0,0.0
NO,32.3038391594643,-79.18987993586556,32.88432021514314,31.723304648838276,-78.50637230730081,-79.87338756443032,326,0,"(32.3038391594643, -79.18987993586556)",0.0,326_0_no,2,2.0,0.0,0.0,1.0
NO,32.31124253585266,-80.55695076320244,32.89172290655191,31.7307087037345,-79.8733875564926,-81.24051396991227,327,0,"(32.31124253585266, -80.55695076320244)",449829.0,327_0_no,24,24.0,5.335360770426095e-05,5.335360770426095e-05,1.0
NO,32.318648018812304,-81.92413278310904,32.89912770425555,31.73811486548024,-81.24051396196809,-82.60775160425,328,0,"(32.318648018812304, -81.92413278310904)",319879.0,328_0_no,17,17.0,5.3145095489231865e-05,5.3145095489231865e-05,1.0
NO,32.32605560928112,-83.29142606818888,32.90653460919178,31.745523135013467,-82.60775159629935,-83.97510054007842,329,0,"(32.32605560928112, -83.29142606818888)",436190.0,329_0_no,18,18.0,4.1266420596529035e-05,4.1266420596529035e-05,1.0
NO,32.3334653081977,-84.6588306911083,32.9139436222991,31.752933513272904,-83.97510053212129,-85.34256085009532,330,0,"(32.3334653081977, -84.6588306911083)",425769.0,330_0_no,15,15.0,3.5230371398575285e-05,3.5230371398575285e-05,1.0
NO,32.34087711650134,-86.0263467245966,32.9213547445167,31.760346001197934,-85.3425608421317,-86.71013260706151,331,0,"(32.34087711650134, -86.0263467245966)",541626.0,331_0_no,30,30.0,5.538877380332554e-05,5.538877380332554e-05,1.0
NO,32.34829103513204,-87.39397424144609,32.928767976784464,31.767760599728703,-86.71013259909138,-88.0778158838008,332,0,"(32.34829103513204, -87.39397424144609)",107135.0,332_0_no,7,7.0,6.533812479581836e-05,6.533812479581836e-05,1.0
NO,32.35570706503053,-88.76171331451216,32.936183320043014,31.77517730980604,-88.07781587582419,-89.44561075320014,333,0,"(32.35570706503053, -88.76171331451216)",179863.0,333_0_no,7,7.0,3.891851019942957e-05,3.891851019942957e-05,1.0
NO,32.36312520713821,-90.12956401671336,32.943600775233655,31.78259613237146,-89.44561074521702,-90.81351728820972,334,0,"(32.36312520713821, -90.12956401671337)",584005.0,334_0_no,29,29.0,4.965710910009332e-05,4.965710910009332e-05,1.0
NO,32.37054546239725,-91.49752642103152,32.951020343298424,31.79001706836724,-90.81351728022008,-92.18153556184294,335,0,"(32.37054546239725, -91.49752642103151)",224429.0,335_0_no,7,7.0,3.1190265072695596e-05,3.1190265072695596e-05,1.0
NO,32.37796783175051,-92.86560060051166,32.95844202518007,31.79744011873636,-92.18153555384676,-93.54966564717654,336,0,"(32.37796783175051, -92.86560060051166)",191057.0,336_0_no,12,12.0,6.280848123858326e-05,6.280848123858326e-05,1.0
NO,32.385392316141555,-94.23378662826228,32.96586582182206,31.8048652844225,-93.54966563917384,-94.91790761735072,337,0,"(32.385392316141555, -94.23378662826228)",590851.0,337_0_no,27,27.0,4.56968000392654e-05,4.56968000392654e-05,1.0
NO,32.39281891651469,-95.60208457745532,32.973291734168576,31.812292566370058,-94.91790760934148,-96.28626154556916,338,0,"(32.39281891651469, -95.60208457745532)",527559.0,338_0_no,31,31.0,5.876120016908061e-05,5.876120016908061e-05,1.0
NO,32.400247633814914,-96.9704945213262,32.98071976316453,31.81972196552418,-96.28626153755336,-97.65472750509905,339,0,"(32.400247633814914, -96.9704945213262)",4604352.0,339_0_no,135,135.0,2.9320086735332137e-05,2.9320086735332137e-05,1.0
NO,32.40767846898794,-98.33901653317398,32.988149909755506,31.82715348283068,-97.6547274970767,-99.02330556927124,340,0,"(32.40767846898794, -98.33901653317398)",242924.0,340_0_no,13,13.0,5.3514679488235e-05,5.3514679488235e-05,1.0
NO,32.41511142298024,-99.70765068636138,32.99558217488784,31.83458711923612,-99.02330556124237,-100.39199581148038,341,0,"(32.41511142298024, -99.70765068636138)",182055.0,341_0_no,8,8.0,4.39427645491747e-05,4.39427645491747e-05,1.0
NO,32.42254649673896,-101.07639705431484,33.00301655950861,31.842022875687803,-100.39199580344491,-101.76079830518478,342,0,"(32.42254649673896, -101.07639705431485)",64996.0,342_0_no,4,4.0,6.154224875376947e-05,6.154224875376947e-05,1.0
NO,32.42998369121199,-102.44525571052468,33.01045306456557,31.84946075313369,-101.76079829714274,-103.12971312390664,343,0,"(32.42998369121199, -102.44525571052469)",283995.0,343_0_no,11,11.0,3.873307628655434e-05,3.873307628655434e-05,1.0
NO,32.437423007347924,-103.81422672854508,33.01789169100723,31.856900752522527,-103.12971311585804,-104.49874034123212,344,0,"(32.437423007347924, -103.81422672854508)",104660.0,344_0_no,4,4.0,3.82189948404357e-05,3.82189948404357e-05,1.0
NO,32.444864446096105,-105.18331018199416,33.02533243978279,31.86434287480375,-104.49874033317694,-105.86788003081138,345,0,"(32.444864446096105, -105.18331018199416)",1720.0,345_0_no,0,0.0,0.0,0.0,0.0
NO,32.45230800840657,-106.55250614455412,33.03277531184219,31.8717871209275,-105.8678800227496,-107.23713226635864,346,0,"(32.45230800840657, -106.55250614455412)",374008.0,346_0_no,7,7.0,1.8716177194070714e-05,1.8716177194070714e-05,1.0
NO,32.45975369523009,-107.92181468997126,33.040220308136085,31.8792334918447,-107.23713225829025,-108.60649712165228,347,0,"(32.45975369523009, -107.92181468997126)",46969.0,347_0_no,2,2.0,4.258127701249761e-05,4.258127701249761e-05,1.0
NO,32.46720150751818,-109.2912358920561,33.047667429615885,31.88668198850692,-108.60649711357728,-109.97597467053492,348,0,"(32.46720150751818, -109.2912358920561)",38248.0,348_0_no,3,3.0,7.843547375026145e-05,7.843547375026145e-05,1.0
NO,32.47465144622305,-110.66076982468338,33.05511667723368,31.89413261186653,-109.9759746624533,-111.34556498691347,349,0,"(32.47465144622305, -110.66076982468338)",976508.0,349_0_no,16,16.0,1.6384914409303354e-05,1.6384914409303354e-05,1.0
NO,32.48210351229765,-112.03041656179224,33.062568051942314,31.901585362876578,-111.34556497882524,-112.71526814475924,350,0,"(32.48210351229765, -112.03041656179224)",202102.0,350_0_no,4,4.0,1.979198622477759e-05,1.979198622477759e-05,1.0
NO,32.48955770669563,-113.40017617738616,33.07002155469533,31.909040242490853,-112.71526813666438,-114.08508421810797,351,0,"(32.48955770669563, -113.40017617738617)",1600.0,351_0_no,0,0.0,0.0,0.0,0.0
NO,32.49701403037143,-114.7700487455332,33.077477186447034,31.916497251663863,-114.08508421000649,-115.45501328105992,352,0,"(32.49701403037143, -114.7700487455332)",166992.0,352_0_no,3,3.0,1.796493245185398e-05,1.796493245185398e-05,1.0
NO,32.504472484280164,-116.1400343403659,33.08493494815247,31.92395639135088,-115.4550132729518,-116.82505540778,353,0,"(32.504472484280164, -116.1400343403659)",148369.0,353_0_no,3,3.0,2.0219857247807832e-05,2.0219857247807832e-05,1.0
NO,32.51193306937769,-117.51013303608148,33.092394840767355,31.931417662507844,-116.8250553996652,-118.19521067249777,354,0,"(32.51193306937769, -117.51013303608148)",2061212.0,354_0_no,47,47.0,2.2802118365311282e-05,2.2802118365311282e-05,1.0
NO,33.45368725841652,-78.59721273285365,34.034060978586204,32.87325912155912,-77.90482351168755,-79.28960195401974,369,0,"(33.45368725841652, -78.59721273285365)",374199.0,369_0_no,14,14.0,3.7413248031127825e-05,3.7413248031127825e-05,1.0
NO,33.46142196504227,-79.98205264131528,34.0417949569262,32.88099455029879,-79.28960194501167,-80.67450333761889,370,0,"(33.46142196504227, -79.98205264131528)",680177.0,370_0_no,26,26.0,3.822534428538454e-05,3.822534428538454e-05,1.0
NO,33.4691589293958,-81.36701554155385,34.04953119270025,32.88873223706218,-80.67450332860314,-82.05952775450457,371,0,"(33.4691589293958, -81.36701554155385)",697704.0,371_0_no,37,37.0,5.303108481533716e-05,5.303108481533716e-05,1.0
NO,33.476898152532634,-82.75210151662617,34.057269686963735,32.89647218290494,-82.05952774548113,-83.4446752877712,372,0,"(33.476898152532634, -82.75210151662617)",395759.0,372_0_no,16,16.0,4.0428644705489955e-05,4.0428644705489955e-05,1.0
NO,33.48463963550919,-84.13731064966426,34.06501044077295,32.90421438888359,-83.44467527874008,-84.82994602058844,373,0,"(33.48463963550919, -84.13731064966426)",4075478.0,373_0_no,123,123.0,3.0180508887546444e-05,3.0180508887546444e-05,1.0
NO,33.49238337938267,-85.52264302387549,34.072753455185,32.911958856055485,-84.82994601154961,-86.21534003620137,374,0,"(33.49238337938267, -85.52264302387549)",513483.0,374_0_no,28,28.0,5.4529555993090325e-05,5.4529555993090325e-05,1.0
NO,33.500129385211174,-86.90809872254268,34.08049873125786,32.91970558547883,-86.21534002715482,-87.60085741793053,375,0,"(33.500129385211174, -86.90809872254268)",1176883.0,375_0_no,66,66.0,5.6080341036449675e-05,5.6080341036449675e-05,1.0
NO,33.507877654053615,-88.29367782902418,34.08824627005033,32.92745457821267,-87.60085740887628,-88.98649824917207,376,0,"(33.507877654053615, -88.29367782902418)",217075.0,376_0_no,17,17.0,7.831394679258321e-05,7.831394679258321e-05,1.0
NO,33.515628186969764,-89.67938042675394,34.09599607262205,32.93520583531687,-88.9864982401101,-90.37226261339778,377,0,"(33.515628186969764, -89.67938042675394)",137615.0,377_0_no,8,8.0,5.813319768920539e-05,5.813319768920539e-05,1.0
NO,33.52338098502025,-91.06520659924163,34.103748140033545,32.9429593578522,-90.37226260432809,-91.75815059415524,378,0,"(33.52338098502025, -91.06520659924165)",121648.0,378_0_no,7,7.0,5.754307510193345e-05,5.754307510193345e-05,1.0
NO,33.53113604926655,-92.4511564300728,34.11150247334617,32.950715146880256,-91.75815058507776,-93.1441622750678,379,0,"(33.53113604926655, -92.45115643007279)",107853.0,379_0_no,8,8.0,7.417503453775045e-05,7.417503453775045e-05,1.0
NO,33.53889338077099,-93.83723000290873,34.11925907362213,32.95847320346347,-93.1441622659826,-94.53029773983486,380,0,"(33.53889338077099, -93.83723000290873)",219337.0,380_0_no,13,13.0,5.9269525889384826e-05,5.9269525889384826e-05,1.0
NO,33.54665298059675,-95.22342740148684,34.12701794192448,32.96623352866516,-94.53029773074188,-95.91655707223178,381,0,"(33.54665298059675, -95.22342740148683)",179997.0,381_0_no,10,10.0,5.555648149691384e-05,5.555648149691384e-05,1.0
NO,33.55441484980787,-96.60974870962056,34.13477907931716,32.97399612354947,-95.91655706313104,-97.30294035611008,382,0,"(33.55441484980787, -96.60974870962056)",1741595.0,382_0_no,57,57.0,3.2728619455154613e-05,3.2728619455154613e-05,1.0
NO,33.56217898946922,-97.99619401119952,34.142542486864926,32.98176098918141,-97.30294034700157,-98.68944767539747,383,0,"(33.56217898946922, -97.99619401119952)",172109.0,383_0_no,17,17.0,9.877461376220884e-05,9.877461376220884e-05,1.0
