Primary_Row,Lat,Lng,North_Bound,South_Bound,East_Bound,West_Bound,y,x,Coord,Center_Pop,market_id,Market_Units_Total,Dealers_to_CenterPop_Ratio,Units_to_CenterPop_Ratio,Units_per_Dealer_Avg,Market_Inventory_Total,Market_Dealers_Total,Inventory_per_Person,Dealers_per_Person,People_per_Car,People_per_Dealer
NO,32.15963836836413,-116.57862717260184,33.61077323898455,30.7081702571684,-114.87267422772572,-118.28458011747792,50,0,"(32.15963836836413, -116.57862717260183)",3643351.0,50_0_no,75.0,2.058544455365404e-05,2.058544455365404e-05,1.0,25702.0,637.0,0.007054494612240215,0.00017483904240903498,141.7535989417166,5719.5463108320255
NO,32.205704222914335,-119.99139101294104,33.656828387351624,30.75424656390589,-118.28457935293092,-121.69820267295115,51,0,"(32.205704222914335, -119.99139101294105)",124.0,51_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,34.44196489794677,-74.17005277213485,35.89256061864147,32.9910244100422,-72.4191048613174,-75.92100068295231,55,0,"(34.44196489794677, -74.17005277213485)",2353.0,55_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,34.492187573972764,-77.67299600262676,35.942771243532455,33.041258908097255,-75.92099969990045,-79.42499230535307,56,0,"(34.492187573972764, -77.67299600262676)",3076195.0,56_0_no,146.0,4.74612305136703e-05,4.74612305136703e-05,1.0,36090.0,845.0,0.011732026090673706,0.0002746899985209,85.23676918814076,3640.4674556213017
NO,34.542504193152254,-81.17804058508617,35.99307578153836,33.09158737998674,-79.42499131683547,-82.93108985333686,57,0,"(34.542504193152254, -81.17804058508617)",6895171.0,57_0_no,269.0,3.901281055973812e-05,3.901281055973812e-05,1.0,52016.0,1539.0,0.0075438303125477234,0.0002231996856930742,132.55865502922177,4480.293047433398
NO,34.592915043283,-84.6851956937843,36.04347452038319,33.142010113587595,-82.93108885931197,-86.43930252825662,58,0,"(34.592915043283, -84.6851956937843)",9104396.0,58_0_no,318.0,3.492818194639161e-05,3.492818194639161e-05,1.0,82340.0,1978.0,0.009043982709012218,0.00021725768518856165,110.5707554044207,4602.829120323559
NO,34.643420413683266,-88.1944705573715,36.09396774931124,33.19252739829739,-86.43930152868245,-89.94963958606056,59,0,"(34.643420413683266, -88.1944705573715)",2820377.0,59_0_no,198.0,7.020338061188274e-05,7.020338061188274e-05,1.0,35623.0,883.0,0.012630580947157065,0.00031307871252672957,79.17292198860287,3194.084937712344
NO,34.69402059520359,-91.7058744593118,36.14455575909896,33.243139525046274,-89.94963858089471,-93.46211033772886,60,0,"(34.69402059520359, -91.70587445931179)",1934381.0,60_0_no,96.0,4.962827902052388e-05,4.962827902052388e-05,1.0,12857.0,357.0,0.00664657066007162,0.00018455516260757317,150.45352726141402,5418.434173669468
NO,34.74471588023875,-95.21941673832164,36.19523884206684,33.293846786308784,-93.46210932692853,-96.97672414971476,61,0,"(34.74471588023875, -95.21941673832164)",1448779.0,61_0_no,106.0,7.316505830081744e-05,7.316505830081744e-05,1.0,17066.0,413.0,0.011779574386431608,0.0002850676328135623,84.89271065275987,3507.939467312349
NO,34.79550656273975,-98.73510678881352,36.246017292091445,33.34464947611588,-96.9767231332367,-100.49349044439032,62,0,"(34.79550656273975, -98.73510678881351)",1919866.0,62_0_no,84.0,4.37530535985324e-05,4.37530535985324e-05,1.0,18201.0,386.0,0.009480349149367717,0.00020105569867897032,105.48134717872644,4973.746113989638
NO,34.84639293822604,-102.25295406134376,36.29689140461755,33.395547890067235,-100.49348942219088,-104.01241870049664,63,0,"(34.84639293822604, -102.25295406134376)",814236.0,63_0_no,41.0,5.035395143422792e-05,5.035395143422792e-05,1.0,6944.0,167.0,0.008528239969738503,0.00020510024120770883,117.25748847926268,4875.664670658683
NO,34.89737530379774,-105.77296806306524,36.34786147667047,33.44654232534331,-104.01241767253168,-107.5335184535988,64,0,"(34.89737530379774, -105.77296806306524)",1177791.0,64_0_no,27.0,2.2924270944505434e-05,2.2924270944505434e-05,1.0,8566.0,193.0,0.007272937218912354,0.00016386608489961293,137.49603081951904,6102.5440414507775
NO,34.94845395814807,-109.29515835818457,36.398927806868485,33.497633080717975,-107.53351741982377,-111.05679929654536,65,0,"(34.94845395814807, -109.29515835818457)",256560.0,65_0_no,7.0,2.728406610539445e-05,2.728406610539445e-05,1.0,867.0,25.0,0.0033793264733395696,9.744309323355161e-05,295.91695501730106,10262.4
NO,34.99962920157591,-112.81953456842416,36.45009069543528,33.54882045657087,-111.05679825691529,-114.582270879933,66,0,"(34.99962920157591, -112.81953456842415)",1118353.0,66_0_no,46.0,4.113191452072825e-05,4.113191452072825e-05,1.0,19683.0,311.0,0.017599988554597698,0.0002780875090423149,56.81821876746431,3595.990353697749
NO,35.05090133599838,-116.34610637348894,36.50135044421268,33.60010475490019,-114.5822698344024,-118.10994291257548,67,0,"(35.05090133599838, -116.34610637348894)",4299068.0,67_0_no,199.0,4.628910266132101e-05,4.628910266132101e-05,1.0,75730.0,1589.0,0.01761544595247156,0.00036961499562230697,56.7683612835072,2705.517935808685
NO,35.10227066496376,-119.87488351153812,36.55270735667343,33.65148627933541,-118.10994186109843,-121.63982516197784,68,0,"(35.10227066496376, -119.87488351153813)",4161863.0,68_0_no,221.0,5.310121933374549e-05,5.310121933374549e-05,1.0,55609.0,1184.0,0.01336156428022739,0.00028448798050296223,74.84153644194285,3515.0869932432433
NO,35.153737493664295,-123.40587577966168,36.604161737934106,33.70296533515021,-121.63982410450797,-125.1719274548154,69,0,"(35.153737493664295, -123.40587577966168)",0.0,69_0_no,1.0,0.0,0.0,1.0,86.0,4.0,0.0,0.0,0.0,0.0
NO,37.32000446520205,-75.97352897179076,38.769898640564286,35.86975413505998,-74.15810051566707,-77.78895742791444,72,0,"(37.320004465202054, -75.97352897179076)",3895004.0,72_0_no,180.0,4.621304625104365e-05,4.621304625104365e-05,1.0,42694.0,993.0,0.010961221092455875,0.00025494197181825744,91.23071157539701,3922.4612286002016
NO,37.37580181216746,-79.60572755802896,38.82568218966996,35.92556509449772,-77.78895607454143,-81.42249904151649,73,0,"(37.37580181216746, -79.60572755802896)",3530917.0,73_0_no,197.0,5.579287193666688e-05,5.579287193666688e-05,1.0,31516.0,942.0,0.008925726659675092,0.0002667862201235543,112.0356961543343,3748.319532908705
NO,37.43171132204901,-83.24061861919256,38.88157786737951,35.981488252154264,-81.42249767966003,-85.0587395587251,74,0,"(37.431711322049004, -83.24061861919256)",3106750.0,74_0_no,188.0,6.051339824575521e-05,6.051339824575521e-05,1.0,28883.0,594.0,0.009296853625170999,0.00019119658807435422,107.56327251324308,5230.218855218855
NO,37.487733386148506,-86.87821505549256,38.93758606491109,36.03752399942259,-85.05873818831151,-88.69769192267361,75,0,"(37.487733386148506, -86.87821505549256)",4293091.0,75_0_no,184.0,4.285956202652122e-05,4.285956202652122e-05,1.0,35437.0,880.0,0.008254425540944741,0.0002049805140398841,121.14713435110195,4878.5125
NO,37.543868398149485,-90.51852985337368,38.99370717586444,36.093672730077664,-88.69769054362843,-92.33936916311896,76,0,"(37.543868398149485, -90.51852985337369)",3706390.0,76_0_no,191.0,5.1532623388256496e-05,5.1532623388256496e-05,1.0,37654.0,695.0,0.01015921152388173,0.00018751399609862965,98.43283582089552,5332.935251798561
NO,37.60011675413833,-94.16157608629857,39.04994159624198,36.149934840297576,-92.33936777536684,-95.98378439723028,77,0,"(37.60011675413833, -94.16157608629855)",2872960.0,77_0_no,181.0,6.30012252171976e-05,6.30012252171976e-05,1.0,28362.0,803.0,0.009872048340387614,0.0002795026732011584,101.29610041604964,3577.783312577833
NO,37.65647885262564,-97.80736691554092,39.10628972447013,36.20631072868483,-95.983783000695,-99.6309508303868,78,0,"(37.65647885262564, -97.80736691554091)",1105610.0,78_0_no,71.0,6.421794303597109e-05,6.421794303597109e-05,1.0,9485.0,255.0,0.00857897450276318,0.00023064190808693843,116.56404849762784,4335.725490196079
NO,37.712955094567896,-101.45591559098833,39.162751961420966,36.26280079628805,-99.63094942499136,-103.28088175698528,79,0,"(37.712955094567896, -101.45591559098831)",204396.0,79_0_no,18.0,8.806434568191158e-05,8.806434568191158e-05,1.0,1078.0,45.0,0.005274075813616705,0.00022016086420477895,189.60667903525047,4542.133333333333
NO,37.76954588338925,-105.10723545195408,39.21932871043411,36.31940544662379,-103.28088034265168,-106.93359056125648,80,0,"(37.76954588338925, -105.10723545195407)",1105127.0,80_0_no,36.0,3.257544155558592e-05,3.257544155558592e-05,1.0,7644.0,162.0,0.006916852090302744,0.00014658948700013664,144.57443746729462,6821.771604938272
NO,37.82625162500366,-108.76133992799882,39.27602037733877,36.37612508569869,-106.9335891379059,-110.58909071809174,81,0,"(37.82625162500366, -108.76133992799882)",463429.0,81_0_no,17.0,3.668307335104191e-05,3.668307335104191e-05,1.0,4217.0,100.0,0.009099560018902572,0.00021578278441789357,109.8954232866967,4634.29
NO,37.88307272783726,-112.41824253976174,39.33282737047615,36.43296012203175,-110.58908928564443,-114.24739579387902,82,0,"(37.88307272783726, -112.41824253976174)",289971.0,82_0_no,14.0,4.828069013797932e-05,4.828069013797932e-05,1.0,2630.0,52.0,0.009069872504491828,0.00017932827765535176,110.25513307984791,5576.365384615385
NO,37.94000960285105,-116.07795689980162,39.3897501007221,36.4899109666771,-114.24739435225436,-117.9085194473489,83,0,"(37.94000960285105, -116.07795689980162)",17603.0,83_0_no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,37.99706266356372,-119.74049671344788,39.44678898150999,36.54697803324682,-117.90851799646522,-121.57247543043054,84,0,"(37.99706266356372, -119.74049671344788)",4494014.0,84_0_no,126.0,2.8037295833969364e-05,2.8037295833969364e-05,1.0,34393.0,817.0,0.007653069171569114,0.00018179738647899183,130.66653098014132,5500.629130966952
NO,38.054232326074846,-123.40587577966168,39.50394442885388,36.60416173793411,-121.57247397020534,-125.23927758911805,85,0,"(38.054232326074846, -123.40587577966168)",7438780.0,85_0_no,150.0,2.0164596882822186e-05,2.0164596882822186e-05,1.0,42040.0,981.0,0.005651464353025631,0.00013187646361365708,176.9452901998097,7582.8542303771665
NO,40.07918980679225,-70.24284521435258,41.52839482033344,38.62962111008492,-68.35633313644384,-72.12935729226133,87,0,"(40.07918980679225, -70.24284521435258)",28642.0,87_0_no,15.0,0.0005237064450806,0.0005237064450806,1.0,2729.0,51.0,0.09527965924167307,0.0017806019132742127,10.495419567607183,561.6078431372549
NO,40.140743378953886,-74.0175675954469,41.58993288304297,38.69119006214469,-72.1293554427686,-75.90577974812521,88,0,"(40.140743378953886, -74.0175675954469)",28742771.0,88_0_no,908.0,3.159055193391062e-05,3.159055193391062e-05,1.0,193964.0,3941.0,0.00674827072170599,0.0001371127369730636,148.1861118558083,7293.2684597817815
NO,40.20243054623269,-77.79569907698537,41.65160450240516,38.75289264919569,-75.90577788553755,-79.6856202684332,89,0,"(40.202430546232684, -77.79569907698537)",10749816.0,89_0_no,476.0,4.427982767332948e-05,4.427982767332948e-05,1.0,88546.0,1936.0,0.008236978195719814,0.00018009610583102074,121.40374494612969,5552.590909090909
NO,40.264251839883705,-81.5772576543714,41.71341020958222,38.81472940259623,-79.685618392621,-83.46889691612179,90,0,"(40.264251839883705, -81.5772576543714)",9593216.0,90_0_no,472.0,4.920143568121472e-05,4.920143568121472e-05,1.0,90584.0,1970.0,0.009442506037599904,0.00020535344977117164,105.9040890223439,4869.652791878172
NO,40.32620779487268,-85.36226145876972,41.77535053944684,38.87670085741564,-83.46889502695376,-87.25562789058569,91,0,"(40.32620779487268, -85.36226145876972)",7550607.0,91_0_no,395.0,5.231367491381818e-05,5.231367491381818e-05,1.0,83277.0,1712.0,0.011029179508349462,0.00022673673785432086,90.66857595734717,4410.401285046729
NO,40.38829894991356,-89.15072875850937,41.83742603061972,38.93880755247169,-87.25562598792881,-91.04583152908994,92,0,"(40.388298949913555, -89.15072875850937)",2645577.0,92_0_no,278.0,0.0001050810465921,0.0001050810465921,1.0,56207.0,1071.0,0.021245648869792865,0.00040482662194296366,47.068461223691,2470.1932773109243
NO,40.45052584750651,-92.9426779605052,41.89963722550754,39.001050030368674,-91.0458296128095,-94.83952630820092,93,0,"(40.45052584750651, -92.94267796050521)",1421210.0,93_0_no,175.0,0.000123134512141,0.000123134512141,1.0,25706.0,550.0,0.018087404394846646,0.0003869941810147691,55.287092507585776,2584.018181818182
NO,40.51288903397643,-96.73812761169836,41.96198467034158,39.06342883753592,-94.83952437816043,-98.63673084523629,94,0,"(40.51288903397643, -96.73812761169836)",1854962.0,94_0_no,133.0,7.169958198604607e-05,7.169958198604607e-05,1.0,17354.0,416.0,0.009355447712675515,0.00022426335418191854,106.88959317736546,4459.0432692307695
NO,40.57538905951194,-100.53709640051594,42.02446891521655,39.125944524266686,-98.63672890129747,-102.43746389973438,95,0,"(40.57538905951194, -100.53709640051594)",231519.0,95_0_no,32.0,0.0001382175976917,0.0001382175976917,1.0,1986.0,64.0,0.008578129656745235,0.0002764351953835322,116.57552870090635,3617.484375
NO,40.638026478205,-104.33960315835029,42.08709051413038,39.18859764475791,-102.4374619417572,-106.24174437494334,96,0,"(40.638026478205, -104.33960315835027)",4128131.0,96_0_no,110.0,2.664644121032012e-05,2.664644121032012e-05,1.0,35748.0,706.0,0.00865960891260476,0.0001710217044953273,115.47865614859573,5847.211048158641
NO,40.70080184809086,-108.145666861058,42.14985002502405,39.25138875715009,-106.24174240278587,-110.0495913193301,97,0,"(40.70080184809086, -108.14566686105799)",184874.0,97_0_no,12.0,6.49090732066164e-05,6.49090732066164e-05,1.0,1374.0,37.0,0.007432088882157578,0.0002001363090537339,134.55167394468705,4996.594594594595
NO,40.763715731188725,-111.95530663047926,42.21274800982227,39.314318423567954,-110.04958933284856,-113.86102392810994,98,0,"(40.763715731188725, -111.95530663047926)",2786302.0,98_0_no,67.0,2.404620891776986e-05,2.404620891776986e-05,1.0,24520.0,477.0,0.008800194666622642,0.00017119465154889887,113.63384991843394,5841.303983228511
NO,40.82676869354288,-115.76854173597762,42.27578503447464,39.37738721016158,-113.86102192715866,-117.67606154479658,99,0,"(40.826768693542874, -115.76854173597762)",60121.0,99_0_no,2.0,3.3266246403087105e-05,3.3266246403087105e-05,1.0,404.0,10.0,0.006719781773423595,0.00016633123201543554,148.81435643564356,6012.1
NO,40.88996130526434,-119.58539159600063,42.33896166899734,39.44059568714808,-117.67605952922791,-121.49472366277334,100,0,"(40.88996130526434, -119.58539159600063)",495175.0,100_0_no,12.0,2.423385671732216e-05,2.423385671732216e-05,1.0,4259.0,45.0,0.008600999646589589,9.08769626899581e-05,116.26555529467011,11003.888888888889
NO,40.95329414057315,-123.40587577966168,42.4022784875153,39.503944428853885,-121.49472163243772,-125.31702992688564,101,0,"(40.95329414057315, -123.40587577966168)",669083.0,101_0_no,25.0,3.736457210839313e-05,3.736457210839313e-05,1.0,5026.0,115.0,0.007511773576671355,0.00017187703169860839,133.1243533625149,5818.113043478261
NO,42.88535058393189,-67.82139298551799,44.33384473341712,41.43648856434937,-65.85174804093583,-69.79103793010015,102,0,"(42.88535058393189, -67.82139298551799)",5477.0,102_0_no,12.0,0.0021909804637575,0.0021909804637575,1.0,725.0,23.0,0.13237173635201752,0.004199379222201935,7.55448275862069,238.1304347826087
NO,42.95325422649249,-71.7628426116278,44.40173110628134,41.50440941899339,-69.79103536638974,-73.73464985686587,103,0,"(42.95325422649249, -71.7628426116278)",10744606.0,103_0_no,630.0,5.863407183101921e-05,5.863407183101921e-05,1.0,110304.0,2789.0,0.010265988348013878,0.0002595721052963692,97.4090332172904,3852.4940839010396
NO,43.02131853249009,-75.70862950151941,44.46977809989314,41.57249098170486,-73.73464727246355,-77.68261173057527,104,0,"(43.02131853249009, -75.70862950151941)",3489808.0,104_0_no,255.0,7.306992247137952e-05,7.306992247137952e-05,1.0,29801.0,830.0,0.008539438272821886,0.00023783543392645097,117.1037213516325,4204.587951807229
NO,43.08954423657994,-79.65877912998388,44.537986448806,41.64073398725524,-77.68260912524588,-81.6349491347219,105,0,"(43.08954423657994, -79.65877912998388)",2091370.0,105_0_no,125.0,5.97694334335866e-05,5.97694334335866e-05,1.0,20761.0,464.0,0.009926985660117531,0.00022186413690547345,100.73551370357883,4507.262931034483
NO,43.15793207933759,-83.61331719049699,44.60635689349347,41.70913917633655,-81.63494650822682,-85.59168787276715,106,0,"(43.15793207933759, -83.61331719049699)",7271271.0,106_0_no,302.0,4.1533316527468167e-05,4.1533316527468167e-05,1.0,61954.0,1204.0,0.008520381099810473,0.00016558315595719097,117.36564225070214,6039.261627906977
NO,43.22648280732757,-87.57226959780483,44.67489018041784,41.77770729563013,-85.59168522486421,-89.55285397074546,107,0,"(43.226482807327564, -87.57226959780483)",10684476.0,107_0_no,424.0,3.968374303054263e-05,3.968374303054263e-05,1.0,97813.0,1925.0,0.009154683860958647,0.00018016793710800603,109.23370104178382,5550.377142857143
NO,43.29519717317308,-91.53566249054896,44.74358706209993,41.84643909787634,-89.55285130118887,-93.51847367990904,108,0,"(43.29519717317308, -91.53566249054896)",1793934.0,108_0_no,192.0,0.0001070273488322,0.0001070273488322,1.0,25878.0,548.0,0.014425279859794173,0.00030547389145866015,69.3227451889636,3273.602189781022
NO,43.36407593562681,-95.5035222339313,44.81244829718976,41.91533534194532,-93.51847098844934,-97.48857347941328,109,0,"(43.36407593562681, -95.5035222339313)",1109212.0,109_0_no,132.0,0.0001190034006123,0.0001190034006123,1.0,10930.0,319.0,0.009853842187066133,0.00028759155147978926,101.4832570905764,3477.153605015674
NO,43.43311985964276,-99.47587542242006,44.88147465053852,41.984396792908825,-97.4885707657972,-101.46318007904291,110,0,"(43.43311985964276, -99.47587542242006)",158843.0,110_0_no,25.0,0.0001573881127906,0.0001573881127906,1.0,2012.0,31.0,0.012666595317388868,0.00019516125986036528,78.94781312127236,5123.967741935484
NO,43.50232971644914,-103.452748882497,44.95066689327137,42.05362422211323,-101.46317734301348,-105.4423204219805,111,0,"(43.50232971644914, -103.45274888249699)",261242.0,111_0_no,18.0,6.890163143751771e-05,6.890163143751771e-05,1.0,2154.0,43.0,0.008245228562022953,0.0001645983417674034,121.28226555246054,6075.395348837209
NO,43.57170628362248,-107.43416967544708,45.02002580286157,42.12301840725344,-105.44231766327678,-109.42602168761736,112,0,"(43.571706283622476, -107.43416967544707)",212438.0,112_0_no,13.0,6.119432493245088e-05,6.119432493245088e-05,1.0,1314.0,46.0,0.006185334073941573,0.0002165337651455954,161.67275494672754,4618.217391304348
NO,43.64125034516271,-111.42016510019124,45.08955216320563,42.19258013244821,-109.42601890597446,-113.414311294408,113,0,"(43.64125034516271, -111.42016510019123)",408530.0,113_0_no,21.0,5.140381367341444e-05,5.140381367341444e-05,1.0,3913.0,85.0,0.00957824394781289,0.0002080630553447727,104.40327114745719,4806.235294117647
NO,43.71096269156964,-115.41076269616306,45.15924676469965,42.2623101883164,-113.41430848955702,-117.40721690276912,114,0,"(43.71096269156964, -115.41076269616306)",915396.0,114_0_no,31.0,3.386512503878103e-05,3.386512503878103e-05,1.0,9471.0,193.0,0.010346341911041779,0.0002108377139511206,96.65251821349382,4742.984455958549
NO,43.7808441199203,-119.40599024623027,45.229110404316806,42.33220937205449,-117.40721407443702,-121.40476641802351,115,0,"(43.7808441199203, -119.40599024623027)",215076.0,115_0_no,7.0,3.2546634677974296e-05,3.2546634677974296e-05,1.0,2587.0,37.0,0.012028306273131359,0.00017203221186929272,83.13722458446077,5812.864864864865
NO,43.85089543394776,-123.40587577966168,45.299143885686085,42.4022784875153,-121.40476356593312,-125.40698799339025,116,0,"(43.85089543394776, -123.40587577966168)",1432712.0,116_0_no,44.0,3.071098727448364e-05,3.071098727448364e-05,1.0,10144.0,216.0,0.0070802785207355005,0.0001507630284383742,141.23738170347002,6632.925925925926
NO,45.75612995442327,-69.15612735942528,47.203893535862925,44.30799787452686,-67.08810009322079,-71.22415462562978,117,0,"(45.75612995442327, -69.15612735942528)",441048.0,117_0_no,49.0,0.0001110990187009,0.0001110990187009,1.0,3851.0,139.0,0.008731475939126807,0.00031515844080462897,114.52817450012984,3173.0071942446043
